date_date,service,gare_depart,gare_arrivee,duree_moyenne,average_total_dept,average_total_late_dept,average_total_late_arrival,nb_train_prevu,nb_annulation,nb_train_depart_retard,retard_moyen_dept,retard_moyen_tous_dept,nb_train_retard_arrivee,retard_moyen_arrival,retard_moyen_tous_arrival,nb_train_retard_sup_15,avg_retard_trains,nb_train_retard_sup_30,nb_train_retard_sup_60,prob_percent_cause_ext,prob_percent_infra,prob_percent_gestion_trafic,prob_percent_materiel_roulant,prob_percent_gestion_gare,prob_percent_voyageurs
2021-07-01,National,PARIS LYON,MONTPELLIER,207,197.9,2.18,4.88,320,1,54,10.68,1.53,41,34.82,5.96,41,34.82,17,6,19.51,21.95,7.32,39.02,4.88,7.32
2022-06-01,National,PARIS LYON,MONTPELLIER,210,197.9,2.18,4.88,241,0,60,21.94,5.31,42,58.49,11.23,42,58.49,26,16,28.57,19.05,7.14,33.33,7.14,4.76
2022-08-01,National,PARIS LYON,MONTPELLIER,210,197.9,2.18,4.88,331,0,51,20.84,2.92,42,44.82,6.7,42,44.82,25,7,9.52,11.9,16.67,50,2.38,9.52
2021-11-01,National,PARIS LYON,MONTPELLIER,209,197.9,2.18,4.88,204,1,29,25.9,3.13,46,41.41,13.06,46,41.41,26,8,28.26,15.22,4.35,34.78,8.7,8.7
2023-06-01,National,PARIS LYON,MONTPELLIER,216,197.9,2.18,4.88,216,2,67,20.39,5.88,47,40.57,11.08,47,40.57,27,8,8.7,4.35,19.57,47.83,8.7,10.87
2018-09-01,National,PARIS LYON,MONTPELLIER,209,197.9,2.18,4.88,260,2,62,13.89,3.1,49,43.59,8.91,49,8.91,24,8,20.41,18.37,16.33,40.82,4.08,0
2023-07-01,National,PARIS LYON,MONTPELLIER,214,197.9,2.18,4.88,250,2,59,17,3.84,50,40.42,9.72,50,40.42,31,7,20,38,12,26,4,0
2018-08-01,National,PARIS LYON,MONTPELLIER,208,197.9,2.18,4.88,343,1,78,24.38,5.26,52,53.5,8.42,52,8.42,34,19,9.62,19.23,7.69,53.85,5.77,3.85
2018-11-01,National,PARIS LYON,MONTPELLIER,212,197.9,2.18,4.88,241,5,34,20.94,2.56,52,40.72,12.82,52,12.82,20,8,21.57,49.02,9.8,17.65,1.96,0
2019-07-01,National,PARIS LYON,MONTPELLIER,208,197.9,2.18,4.88,360,1,135,12.41,4.15,54,38.71,6.32,54,38.46,31,8,19.23,25,17.31,32.69,5.77,0
2020-04-01,International,PARIS EST,STUTTGART,143,123.1,2.28,7.94,10,6,4,0.9,0.9,0,0,1.07,0,0,0,0,0,0,0,0,0,0
2020-05-01,International,PARIS EST,STUTTGART,153,123.1,2.28,7.94,6,5,1,0.12,0.12,0,0,-1.05,0,0,0,0,0,0,0,0,0,0
2020-06-01,International,PARIS EST,STUTTGART,0,123.1,2.28,7.94,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-01,International,PARIS EST,STUTTGART,203,123.1,2.28,7.94,81,0,14,11.63,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-01,International,PARIS EST,STUTTGART,199,123.1,2.28,7.94,144,2,28,12.03,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-01,International,PARIS EST,STUTTGART,200,123.1,2.28,7.94,151,1,36,8.51,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-01,International,PARIS EST,STUTTGART,199,123.1,2.28,7.94,146,2,26,7.13,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01,International,PARIS EST,STUTTGART,213,123.1,2.28,7.94,77,2,9,6.77,0.94,1,19.23,0.68,1,19.23,0,0,0,0,0,0,100,0
2020-08-01,International,PARIS EST,STUTTGART,160,123.1,2.28,7.94,57,1,49,3.17,2.75,2,82.63,3.31,2,82.63,2,1,50,0,0,50,0,0
2020-07-01,International,PARIS EST,STUTTGART,211,123.1,2.28,7.94,54,2,46,3.02,2.64,3,27.19,1.57,3,27.19,0,0,33.33,0,33.33,0,0,33.33
2020-09-01,International,PARIS EST,STUTTGART,181,123.1,2.28,7.94,56,1,48,3.9,3.38,3,25.67,2.33,2,33.33,1,0,33.33,33.33,0,33.33,0,0
2021-03-01,International,PARIS EST,STUTTGART,203,123.1,2.28,7.94,88,2,13,13.53,2.09,4,26.82,1.85,4,26.82,1,0,0,0,25,25,0,50
2020-11-01,International,PARIS EST,STUTTGART,161,123.1,2.28,7.94,34,2,20,1.5,-7.69,5,23.39,6.21,5,23.39,0,0,40,0,20,20,20,0
2020-12-01,International,PARIS EST,STUTTGART,177,123.1,2.28,7.94,70,2,29,3.23,1.18,6,28.73,5.17,4,37.52,2,1,0,20,0,60,20,0
2021-02-01,International,PARIS EST,STUTTGART,202,123.1,2.28,7.94,76,0,19,10.13,2.52,6,40.81,5.62,6,40.81,2,2,0,16.67,16.67,33.33,33.33,0
2021-04-01,International,PARIS EST,STUTTGART,199,123.1,2.28,7.94,86,0,11,12.97,1.68,9,34.91,6.25,9,34.91,3,1,14.29,14.29,0,28.57,0,42.86
2022-01-01,International,PARIS EST,STUTTGART,189,123.1,2.28,7.94,127,6,19,8.76,0.66,9,34.72,6.55,9,34.72,2,2,28.57,0,42.86,14.29,14.29,0
2020-10-01,International,PARIS EST,STUTTGART,160,123.1,2.28,7.94,61,1,52,2.43,2.08,10,27.6,7.57,1,169.62,1,1,50,10,40,0,0,0
2021-11-01,International,PARIS EST,STUTTGART,200,123.1,2.28,7.94,143,1,21,13.42,2.08,10,31.38,5.19,10,31.38,5,0,0,0,50,30,10,10
2018-09-01,International,PARIS EST,STUTTGART,182,123.1,2.28,7.94,146,1,28,9.18,1.76,11,37.81,6.12,11,6.12,4,2,20,10,20,50,0,0
2019-12-01,International,PARIS EST,STUTTGART,150,123.1,2.28,7.94,87,6,63,1.85,1.38,11,38.61,7.9,11,38.61,6,2,14.29,0,14.29,71.43,0,0
2022-02-01,International,PARIS EST,STUTTGART,189,123.1,2.28,7.94,112,0,17,19.01,2.91,11,41.97,8.3,11,41.97,4,2,0,18.18,45.45,18.18,9.09,9.09
2018-07-01,International,PARIS EST,STUTTGART,117,123.1,2.28,7.94,150,0,33,6.79,1.57,12,28.33,3.29,8,3.29,4,1,0,0,0,0,0,0
2020-01-01,International,PARIS EST,STUTTGART,169,123.1,2.28,7.94,129,5,95,0.92,0.65,12,34.13,6.21,11,36.11,4,2,9.09,36.36,36.36,0,9.09,9.09
2020-03-01,International,PARIS EST,STUTTGART,181,123.1,2.28,7.94,78,6,57,2.23,1.41,12,32.54,7.8,12,32.54,3,1,25,12.5,62.5,0,0,0
2021-10-01,International,PARIS EST,STUTTGART,199,123.1,2.28,7.94,150,1,41,10.93,3.07,12,41.15,4.56,12,41.15,6,3,25,8.33,25,8.33,8.33,25
2018-08-01,International,PARIS EST,STUTTGART,117,123.1,2.28,7.94,145,0,32,9.91,2.23,13,30.23,3.36,8,3.36,4,1,0,0,0,0,0,0
2019-04-01,International,PARIS EST,STUTTGART,185,123.1,2.28,7.94,142,3,27,18.53,3.72,13,34.17,6.59,12,6.59,5,2,8.33,16.67,16.67,58.33,0,0
2022-11-01,International,PARIS EST,STUTTGART,196,123.1,2.28,7.94,102,2,15,12.19,1.86,13,32.47,8.48,13,32.47,4,2,15.38,0,46.15,15.38,0,23.08
2018-10-01,International,PARIS EST,STUTTGART,188,123.1,2.28,7.94,152,2,22,12.19,1.79,14,40.88,7.34,14,7.34,9,2,14.29,14.29,14.29,50,7.14,0
2018-11-01,International,PARIS EST,STUTTGART,183,123.1,2.28,7.94,146,0,26,13.21,2.31,14,45.02,7.79,14,7.79,9,4,23.08,23.08,15.38,30.77,7.69,0
2021-12-01,International,PARIS EST,STUTTGART,193,123.1,2.28,7.94,149,13,18,15.68,2.13,14,40.68,6.76,14,40.68,7,3,0,7.14,28.57,28.57,21.43,14.29
2022-06-01,International,PARIS EST,STUTTGART,190,123.1,2.28,7.94,105,1,22,10.22,2.21,14,34.11,9.55,14,34.11,7,1,7.14,21.43,14.29,28.57,7.14,21.43
2018-01-01,International,PARIS EST,STUTTGART,186,123.1,2.28,7.94,155,4,20,10.3,1.34,15,33.31,5.73,15,5.73,6,2,26.67,6.67,20,46.67,0,0
2018-06-01,International,PARIS EST,STUTTGART,117,123.1,2.28,7.94,144,2,13,25.31,2.71,15,49,6.24,12,6.24,10,4,0,0,0,0,0,0
2023-03-01,International,PARIS EST,STUTTGART,189,123.1,2.28,7.94,151,34,15,17.3,1.81,15,28.86,8.24,15,28.86,5,1,6.67,13.33,53.33,0,13.33,13.33
2019-05-01,International,PARIS EST,STUTTGART,179,123.1,2.28,7.94,148,0,113,8.94,6.75,16,27.4,6,15,28.41,5,0,0,14.29,21.43,42.86,21.43,0
2018-05-01,International,PARIS EST,STUTTGART,125,123.1,2.28,7.94,147,0,20,23.19,3.45,17,29.06,3.84,11,3.84,5,2,0,0,0,0,0,0
2019-11-01,International,PARIS EST,STUTTGART,135,123.1,2.28,7.94,143,1,103,4.61,3.29,18,30,6.91,16,36.54,7,2,12.5,18.75,12.5,43.75,12.5,0
2018-04-01,International,PARIS EST,STUTTGART,168,123.1,2.28,7.94,147,15,43,12.39,4.03,19,38.94,7.94,19,7.94,10,3,5.88,11.76,5.88,58.82,17.65,0
2020-02-01,International,PARIS EST,STUTTGART,174,123.1,2.28,7.94,143,5,119,2.44,2.07,19,39,8.83,17,42.24,8,2,17.65,35.29,5.88,23.53,11.76,5.88
2021-01-01,International,PARIS EST,STUTTGART,202,123.1,2.28,7.94,88,3,12,20.77,2.75,19,28.52,9.05,19,28.52,5,1,16.67,11.11,27.78,33.33,0,11.11
2019-08-01,International,PARIS EST,STUTTGART,188,123.1,2.28,7.94,145,0,112,10.37,7.96,20,31.46,8.41,19,32.3,10,1,26.32,31.58,21.05,21.05,0,0
2019-03-01,International,PARIS EST,STUTTGART,187,123.1,2.28,7.94,151,3,32,16.41,3.51,21,50.79,10.47,20,10.47,10,6,5.26,31.58,31.58,26.32,5.26,0
2019-06-01,International,PARIS EST,STUTTGART,197,123.1,2.28,7.94,135,0,109,3.47,2.76,21,31.56,7.77,21,31.56,6,3,10.53,36.84,21.05,21.05,10.53,0
2023-02-01,International,PARIS EST,STUTTGART,189,123.1,2.28,7.94,127,7,17,12.2,1.69,21,38.56,10.8,21,38.56,11,2,4.76,14.29,28.57,28.57,4.76,19.05
2022-08-01,International,PARIS EST,STUTTGART,189,123.1,2.28,7.94,151,4,21,6.08,0.93,22,29.03,10.4,22,29.03,6,2,22.73,0,54.55,18.18,0,4.55
2022-10-01,International,PARIS EST,STUTTGART,192,123.1,2.28,7.94,125,2,19,12.45,1.94,22,32.1,10.06,22,32.1,10,1,4.55,9.09,50,9.09,9.09,18.18
2022-09-01,International,PARIS EST,STUTTGART,189,123.1,2.28,7.94,137,1,25,13.1,2.4,23,34.69,11.15,23,34.69,9,3,8.7,4.35,34.78,39.13,13.04,0
2019-10-01,International,PARIS EST,STUTTGART,178,123.1,2.28,7.94,150,0,121,3.73,2.96,24,32.41,9.52,24,32.41,11,1,26.09,13.04,13.04,39.13,4.35,4.35
2023-07-01,International,PARIS EST,STUTTGART,189,123.1,2.28,7.94,141,5,28,30.97,4.1,24,40.5,11.42,24,40.5,13,4,8.33,8.33,41.67,33.33,8.33,0
2023-09-01,International,PARIS EST,STUTTGART,190,123.1,2.28,7.94,138,1,28,9.32,1.96,24,31.52,10.83,24,31.52,8,3,4.17,4.17,45.83,29.17,4.17,12.5
2019-02-01,International,PARIS EST,STUTTGART,184,123.1,2.28,7.94,138,6,35,18.44,4.91,25,54.97,13.5,25,13.5,10,6,19.05,33.33,19.05,14.29,14.29,0
2019-09-01,International,PARIS EST,STUTTGART,183,123.1,2.28,7.94,145,2,111,7.84,6.03,25,22.66,8.86,25,26.72,7,0,16.67,16.67,25,33.33,4.17,4.17
2022-03-01,International,PARIS EST,STUTTGART,189,123.1,2.28,7.94,151,8,21,10.29,1.56,25,35.84,10.34,25,35.84,8,3,4,12,48,20,4,12
2022-04-01,International,PARIS EST,STUTTGART,193,123.1,2.28,7.94,138,2,25,9.02,1.67,25,33.18,10.66,25,33.18,9,3,8.33,12.5,33.33,16.67,8.33,20.83
2018-03-01,International,PARIS EST,STUTTGART,187,123.1,2.28,7.94,151,4,41,14.26,4.02,26,41.48,10.97,26,10.97,11,4,38.46,3.85,0,46.15,7.69,3.85
2022-07-01,International,PARIS EST,STUTTGART,189,123.1,2.28,7.94,146,15,24,15.22,2.35,26,35.02,11.82,26,35.02,11,4,3.85,15.38,42.31,26.92,3.85,7.69
2023-10-01,International,PARIS EST,STUTTGART,207,123.1,2.28,7.94,49,0,13,11.56,3.13,27,31.99,20.9,27,31.99,10,3,0,25.93,48.15,22.22,3.7,0
2023-04-01,International,PARIS EST,STUTTGART,190,123.1,2.28,7.94,133,4,16,18.85,2.36,28,32.99,11.9,28,32.99,8,2,7.14,3.57,50,25,0,14.29
2023-12-01,International,PARIS EST,STUTTGART,191,123.1,2.28,7.94,134,11,32,10.97,2.39,28,31.67,11.26,28,31.67,15,1,0,7.14,28.57,39.29,3.57,21.43
2022-05-01,International,PARIS EST,STUTTGART,189,123.1,2.28,7.94,127,4,25,9.94,2.06,29,28.7,11.5,29,28.7,7,2,10.71,14.29,42.86,17.86,7.14,7.14
2023-06-01,International,PARIS EST,STUTTGART,189,123.1,2.28,7.94,118,0,17,17.8,2.63,29,29.55,11.51,29,29.55,12,1,3.45,3.45,48.28,24.14,13.79,6.9
2023-08-01,International,PARIS EST,STUTTGART,189,123.1,2.28,7.94,151,5,25,32.47,3.72,30,37.68,11.58,30,37.68,11,5,3.33,10,40,33.33,3.33,10
2018-12-01,International,PARIS EST,STUTTGART,176,123.1,2.28,7.94,148,1,22,15.58,2.3,31,42.55,12.11,31,12.11,19,6,37.5,4.17,16.67,29.17,12.5,0
2023-01-01,International,PARIS EST,STUTTGART,189,123.1,2.28,7.94,150,21,28,18.16,3.46,32,43.89,13.33,32,43.89,20,6,6.25,3.13,34.38,21.88,21.88,12.5
2023-05-01,International,PARIS EST,STUTTGART,189,123.1,2.28,7.94,138,7,20,12.6,1.94,32,38.32,13.82,32,38.32,18,5,6.45,3.23,45.16,29.03,6.45,9.68
2019-01-01,International,PARIS EST,STUTTGART,191,123.1,2.28,7.94,151,1,25,14.63,2.4,35,41.68,12.84,35,12.84,16,4,56.25,3.13,12.5,25,3.13,0
2019-07-01,International,PARIS EST,STUTTGART,196,123.1,2.28,7.94,139,0,107,12.91,9.89,35,41.34,14.39,35,41.34,14,5,34.38,25,15.63,12.5,9.38,3.13
2018-02-01,International,PARIS EST,STUTTGART,187,123.1,2.28,7.94,137,3,50,14.66,5.53,38,36.17,13.3,38,13.3,16,3,50,0,11.11,30.56,8.33,0
2022-12-01,International,PARIS EST,STUTTGART,189,123.1,2.28,7.94,148,9,34,16.74,4.06,40,38.73,15.63,40,38.73,20,7,20,0,20,45,10,5
2023-11-01,International,PARIS EST,STUTTGART,193,123.1,2.28,7.94,112,13,27,11.59,3.16,56,31.13,21.25,56,31.13,20,2,5.36,21.43,46.43,14.29,8.93,3.57
2021-03-01,National,PARIS MONTPARNASSE,LAVAL,83,135.61,1.97,3.87,213,3,10,11.15,0.15,4,23.64,1.18,2,32.18,1,0,0,25,25,0,0,50
2021-04-01,National,PARIS MONTPARNASSE,LAVAL,86,135.61,1.97,3.87,208,55,12,9.02,0.22,4,27.32,1.24,3,34.31,2,0,50,0,25,0,25,0
2018-09-01,National,PARIS MONTPARNASSE,LAVAL,89,135.61,1.97,3.87,206,0,15,6.71,0.15,7,9.91,2.42,4,2.42,0,0,0,25,25,50,0,0
2020-06-01,National,PARIS MONTPARNASSE,LAVAL,86,135.61,1.97,3.87,213,6,163,1.22,0.84,8,19.89,1.11,3,37.21,2,0,28.57,14.29,28.57,28.57,0,0
2018-07-01,National,PARIS MONTPARNASSE,LAVAL,88,135.61,1.97,3.87,211,24,41,18.22,3.75,10,39.79,6.9,10,6.9,10,3,16.67,33.33,16.67,16.67,0,16.67
2018-08-01,National,PARIS MONTPARNASSE,LAVAL,89,135.61,1.97,3.87,201,2,24,12.28,1.16,11,15.3,3.88,11,3.88,6,0,0,0,0,100,0,0
2020-05-01,National,PARIS MONTPARNASSE,LAVAL,86,135.61,1.97,3.87,137,17,89,2,1.37,11,28.48,2.32,9,32.63,4,1,0,63.64,9.09,18.18,9.09,0
2020-11-01,National,PARIS MONTPARNASSE,LAVAL,83,135.61,1.97,3.87,98,11,18,3,-2.31,13,14.92,2.86,4,30.31,2,0,53.85,30.77,7.69,7.69,0,0
2021-05-01,National,PARIS MONTPARNASSE,LAVAL,89,135.61,1.97,3.87,214,9,12,5.94,0.02,13,28.7,2.33,12,29.95,5,0,46.15,30.77,0,15.38,0,7.69
2021-08-01,National,PARIS MONTPARNASSE,LAVAL,90,135.61,1.97,3.87,235,0,21,19.06,1.38,13,27.66,2.11,6,43.87,3,1,7.69,23.08,0,15.38,15.38,38.46
2020-04-01,National,PARIS MONTPARNASSE,LAVAL,73,135.61,1.97,3.87,35,17,13,6.53,4.63,14,12.91,10.53,3,25.8,1,0,7.14,92.86,0,0,0,0
2020-09-01,National,PARIS MONTPARNASSE,LAVAL,86,135.61,1.97,3.87,235,1,155,1.97,1.11,16,26.14,2.75,12,31.84,6,0,31.25,12.5,31.25,12.5,12.5,0
2018-10-01,National,PARIS MONTPARNASSE,LAVAL,90,135.61,1.97,3.87,201,0,26,5.23,0.32,17,14.16,2.9,6,2.9,1,0,15.38,23.08,23.08,30.77,7.69,0
2021-09-01,National,PARIS MONTPARNASSE,LAVAL,85,135.61,1.97,3.87,240,0,23,9.02,0.62,17,24,2.2,9,37.24,3,2,12.5,12.5,18.75,31.25,0,25
2021-10-01,National,PARIS MONTPARNASSE,LAVAL,86,135.61,1.97,3.87,249,8,23,12.69,0.86,17,27.28,2.62,10,39.55,7,1,6.25,0,18.75,12.5,6.25,56.25
2021-11-01,National,PARIS MONTPARNASSE,LAVAL,85,135.61,1.97,3.87,238,1,23,13.83,1.05,17,22.67,2.68,10,32.55,3,1,25,12.5,18.75,12.5,6.25,25
2019-09-01,National,PARIS MONTPARNASSE,LAVAL,86,135.61,1.97,3.87,241,4,166,10.67,7.29,18,28.99,2.84,10,42.99,6,2,35.29,29.41,5.88,11.76,11.76,5.88
2021-02-01,National,PARIS MONTPARNASSE,LAVAL,84,135.61,1.97,3.87,192,0,16,17.44,1.09,18,24.74,2.94,9,39.08,3,1,50,11.11,5.56,11.11,0,22.22
2021-06-01,National,PARIS MONTPARNASSE,LAVAL,88,135.61,1.97,3.87,237,0,29,9.13,0.7,18,15.38,2.06,5,27.86,2,0,23.53,11.76,11.76,23.53,0,29.41
2018-05-01,National,PARIS MONTPARNASSE,LAVAL,83,135.61,1.97,3.87,229,47,9,24.65,1.1,19,15.78,2.18,5,2.18,3,0,23.08,15.38,7.69,30.77,0,23.08
2019-08-01,National,PARIS MONTPARNASSE,LAVAL,86,135.61,1.97,3.87,223,0,153,4.8,3.1,20,27.44,3.19,13,37.14,6,3,21.05,26.32,10.53,26.32,0,15.79
2022-03-01,National,PARIS MONTPARNASSE,LAVAL,79,135.61,1.97,3.87,256,0,20,12.19,0.58,20,17.7,1.98,4,54.42,3,2,11.11,38.89,11.11,22.22,0,16.67
2020-03-01,National,PARIS MONTPARNASSE,LAVAL,83,135.61,1.97,3.87,161,16,111,2.41,1.72,22,14.78,2.6,3,47.18,2,1,14.29,28.57,23.81,14.29,9.52,9.52
2020-07-01,National,PARIS MONTPARNASSE,LAVAL,87,135.61,1.97,3.87,248,2,184,2.34,1.59,23,30.74,3.88,16,39.53,7,3,36.36,13.64,22.73,13.64,13.64,0
2022-05-01,National,PARIS MONTPARNASSE,LAVAL,78,135.61,1.97,3.87,261,0,19,17.28,0.9,23,32.05,3.13,12,53.4,8,3,17.39,30.43,13.04,8.7,0,30.43
2022-08-01,National,PARIS MONTPARNASSE,LAVAL,78,135.61,1.97,3.87,281,4,24,10.72,0.44,23,16.99,1.84,8,30.28,2,1,9.09,4.55,18.18,50,0,18.18
2021-07-01,National,PARIS MONTPARNASSE,LAVAL,90,135.61,1.97,3.87,237,4,34,21.59,2.85,24,38.45,4.75,16,51.89,10,5,20.83,12.5,12.5,25,8.33,20.83
2019-02-01,National,PARIS MONTPARNASSE,LAVAL,83,135.61,1.97,3.87,225,1,29,8.14,0.68,25,16.46,2.79,6,2.79,4,1,25,20,40,10,5,0
2022-11-01,National,PARIS MONTPARNASSE,LAVAL,79,135.61,1.97,3.87,245,2,20,10.12,0.43,25,17.8,2.25,10,29.74,2,1,12,20,28,20,12,8
2018-04-01,National,PARIS MONTPARNASSE,LAVAL,84,135.61,1.97,3.87,209,65,14,9.64,0.68,27,13.11,3.53,7,3.53,2,0,25,50,0,15,10,0
2019-12-01,National,PARIS MONTPARNASSE,LAVAL,82,135.61,1.97,3.87,136,19,75,4.51,2.65,27,24.56,6.69,13,40.92,5,4,25,12.5,33.33,20.83,0,8.33
2022-09-01,National,PARIS MONTPARNASSE,LAVAL,79,135.61,1.97,3.87,246,0,26,9.52,0.66,27,17.86,2.66,9,35.66,2,1,24,4,20,32,0,20
2021-12-01,National,PARIS MONTPARNASSE,LAVAL,81,135.61,1.97,3.87,252,2,31,16.38,1.69,28,24.59,3.76,9,56.56,7,3,4.17,25,20.83,25,0,25
2019-07-01,National,PARIS MONTPARNASSE,LAVAL,86,135.61,1.97,3.87,238,0,162,8.08,5.32,29,23.26,3.84,12,41.03,6,3,33.33,11.11,33.33,18.52,3.7,0
2020-10-01,National,PARIS MONTPARNASSE,LAVAL,86,135.61,1.97,3.87,142,1,83,3.72,1.97,29,18.08,4.83,14,28.08,5,0,13.79,17.24,41.38,20.69,6.9,0
2022-01-01,National,PARIS MONTPARNASSE,LAVAL,80,135.61,1.97,3.87,239,15,20,17.02,1.19,29,23.61,3.89,16,34.58,8,1,17.86,17.86,10.71,21.43,7.14,25
2023-02-01,National,PARIS MONTPARNASSE,LAVAL,80,135.61,1.97,3.87,282,7,32,13.54,1.14,29,17.78,1.88,13,26.29,3,1,6.9,6.9,24.14,31.03,6.9,24.14
2019-04-01,National,PARIS MONTPARNASSE,LAVAL,82,135.61,1.97,3.87,232,2,102,11.32,4.93,30,21.32,3.75,11,3.75,5,4,23.81,14.29,23.81,23.81,9.52,4.76
2019-05-01,National,PARIS MONTPARNASSE,LAVAL,81,135.61,1.97,3.87,243,0,165,5.5,3.55,30,14.6,2.52,10,28.11,2,1,17.86,46.43,14.29,14.29,0,7.14
2018-03-01,National,PARIS MONTPARNASSE,LAVAL,84,135.61,1.97,3.87,218,4,33,10.31,1.29,31,18.99,3.93,13,3.93,5,2,25,20,10,30,5,10
2020-12-01,National,PARIS MONTPARNASSE,LAVAL,82,135.61,1.97,3.87,202,11,34,10.78,1.6,31,14.36,3.17,8,32.8,2,1,29.03,35.48,22.58,9.68,3.23,0
2020-01-01,National,PARIS MONTPARNASSE,LAVAL,83,135.61,1.97,3.87,211,15,134,3.44,2.18,32,18.73,3.3,12,36.14,7,2,21.43,17.86,25,25,10.71,0
2020-08-01,National,PARIS MONTPARNASSE,LAVAL,87,135.61,1.97,3.87,248,1,192,2.04,1.45,32,15.81,2.93,12,25.76,2,0,22.58,19.35,25.81,29.03,0,3.23
2023-03-01,National,PARIS MONTPARNASSE,LAVAL,80,135.61,1.97,3.87,316,36,48,13.36,1.9,33,27.54,3.19,17,45.04,6,4,12.5,6.25,9.38,28.13,21.88,21.88
2020-02-01,National,PARIS MONTPARNASSE,LAVAL,83,135.61,1.97,3.87,226,2,151,3.94,2.49,34,25.29,4.39,11,60.79,9,4,19.35,16.13,38.71,19.35,3.23,3.23
2021-01-01,National,PARIS MONTPARNASSE,LAVAL,84,135.61,1.97,3.87,234,0,32,20.78,2.51,34,35.24,5.86,20,53.11,13,5,38.24,29.41,5.88,5.88,5.88,14.71
2022-02-01,National,PARIS MONTPARNASSE,LAVAL,80,135.61,1.97,3.87,228,0,16,29.04,1.69,34,24.22,4.69,11,56.28,5,3,10.34,27.59,20.69,20.69,0,20.69
2018-06-01,National,PARIS MONTPARNASSE,LAVAL,83,135.61,1.97,3.87,220,35,15,18.4,1.44,35,17.7,4.5,13,4.5,7,1,8.7,34.78,8.7,30.43,8.7,8.7
2019-06-01,National,PARIS MONTPARNASSE,LAVAL,86,135.61,1.97,3.87,240,5,175,7.17,5.2,35,25.6,4.87,17,41.8,8,5,11.76,17.65,29.41,26.47,8.82,5.88
2019-03-01,National,PARIS MONTPARNASSE,LAVAL,82,135.61,1.97,3.87,249,6,30,15.6,1.46,36,24.94,4.17,15,4.17,6,5,26.09,26.09,8.7,26.09,13.04,0
2022-06-01,National,PARIS MONTPARNASSE,LAVAL,79,135.61,1.97,3.87,252,0,29,10.04,0.87,36,16.62,3.03,12,30.5,5,0,6.25,25,28.13,21.88,0,18.75
2023-08-01,National,PARIS MONTPARNASSE,LAVAL,84,135.61,1.97,3.87,352,1,42,15.91,1.5,36,24.68,2.27,24,32.34,8,3,2.78,16.67,16.67,44.44,2.78,16.67
2022-10-01,National,PARIS MONTPARNASSE,LAVAL,80,135.61,1.97,3.87,261,0,36,8.56,0.79,37,16.16,2.53,10,34.03,5,1,10.81,8.11,35.14,16.22,5.41,24.32
2019-10-01,National,PARIS MONTPARNASSE,LAVAL,83,135.61,1.97,3.87,237,11,142,3.35,1.92,39,18.81,3.85,20,27.78,7,1,18.18,21.21,24.24,24.24,6.06,6.06
2018-11-01,National,PARIS MONTPARNASSE,LAVAL,86,135.61,1.97,3.87,212,3,18,10.94,0.53,41,16.19,4.66,14,4.66,6,0,25,33.33,12.5,4.17,12.5,12.5
2023-01-01,National,PARIS MONTPARNASSE,LAVAL,78,135.61,1.97,3.87,317,8,36,14.94,1.34,42,22.5,3.34,18,39.67,7,3,2.5,10,42.5,20,7.5,17.5
2022-04-01,National,PARIS MONTPARNASSE,LAVAL,78,135.61,1.97,3.87,255,0,24,15.3,1.1,43,17.19,3.69,10,42.04,5,2,11.11,27.78,25,11.11,2.78,22.22
2019-01-01,National,PARIS MONTPARNASSE,LAVAL,83,135.61,1.97,3.87,249,4,43,22.05,3.61,44,35.55,7.14,22,7.14,16,9,39.39,18.18,18.18,21.21,3.03,0
2019-11-01,National,PARIS MONTPARNASSE,LAVAL,81,135.61,1.97,3.87,233,4,152,10.28,6.63,46,21.99,5.2,14,52.03,8,4,10.53,28.95,21.05,31.58,5.26,2.63
2023-04-01,National,PARIS MONTPARNASSE,LAVAL,79,135.61,1.97,3.87,303,3,50,16.94,2.46,46,31.66,4.87,29,44.45,18,8,10.87,19.57,19.57,17.39,23.91,8.7
2023-10-01,National,PARIS MONTPARNASSE,LAVAL,78,135.61,1.97,3.87,320,1,47,13.63,1.63,47,24.63,4.09,23,40.82,10,3,19.51,24.39,17.07,19.51,12.2,7.32
2018-12-01,National,PARIS MONTPARNASSE,LAVAL,83,135.61,1.97,3.87,235,2,39,8.51,1.1,49,16.44,4.24,13,4.24,6,2,20,23.33,26.67,13.33,10,6.67
2022-07-01,National,PARIS MONTPARNASSE,LAVAL,78,135.61,1.97,3.87,283,2,43,17.72,2.35,49,19.49,3.9,15,42.49,5,4,2.33,11.63,25.58,20.93,13.95,25.58
2023-05-01,National,PARIS MONTPARNASSE,LAVAL,87,135.61,1.97,3.87,314,1,51,15.65,2.1,50,25.99,4.31,33,34.57,15,4,14,12,30,26,4,14
2023-07-01,National,PARIS MONTPARNASSE,LAVAL,85,135.61,1.97,3.87,336,1,49,32.66,4.37,50,41.72,6.14,30,62.72,18,10,15.22,10.87,10.87,36.96,15.22,10.87
