date_date,service,gare_depart,gare_arrivee,duree_moyenne,average_total_dept,average_total_late_dept,average_total_late_arrival,nb_train_prevu,nb_annulation,nb_train_depart_retard,retard_moyen_dept,retard_moyen_tous_dept,nb_train_retard_arrivee,retard_moyen_arrival,retard_moyen_tous_arrival,nb_train_retard_sup_15,avg_retard_trains,nb_train_retard_sup_30,nb_train_retard_sup_60,prob_percent_cause_ext,prob_percent_infra,prob_percent_gestion_trafic,prob_percent_materiel_roulant,prob_percent_gestion_gare,prob_percent_voyageurs
2020-09-01,National,ANNECY,PARIS LYON,230,223.94,1.68,6.21,140,2,8,1.89,0.1,13,22.41,5.21,13,22.41,2,0,38.46,23.08,38.46,0,0,0
2020-10-01,National,ANNECY,PARIS LYON,228,223.94,1.68,6.21,112,0,11,1.78,0.15,13,33.81,6.46,13,33.81,4,2,23.08,30.77,38.46,7.69,0,0
2023-09-01,National,ANNECY,PARIS LYON,226,223.94,1.68,6.21,152,0,1,6,0.04,13,28.46,3.53,13,28.46,3,0,15.38,46.15,7.69,30.77,0,0
2019-12-01,National,ANNECY,PARIS LYON,230,223.94,1.68,6.21,60,8,8,43.2,6.63,14,54.81,17.15,14,54.81,9,6,38.46,23.08,15.38,7.69,15.38,0
2021-03-01,National,ANNECY,PARIS LYON,223,223.94,1.68,6.21,102,4,1,2,0.02,15,30.48,3.74,15,30.48,3,1,53.33,13.33,13.33,6.67,13.33,0
2019-06-01,National,ANNECY,PARIS LYON,229,223.94,1.68,6.21,141,0,15,4.96,0.53,16,40.33,5.65,16,40.33,7,3,18.75,18.75,37.5,18.75,6.25,0
2022-01-01,National,ANNECY,PARIS LYON,221,223.94,1.68,6.21,139,0,4,3.25,0.1,17,33.47,6.39,17,33.47,6,1,23.53,11.76,29.41,29.41,0,5.88
2019-11-01,National,ANNECY,PARIS LYON,229,223.94,1.68,6.21,135,1,14,6.93,0.72,18,26.45,6.06,18,26.45,5,1,27.78,22.22,38.89,5.56,5.56,0
2020-07-01,National,ANNECY,PARIS LYON,234,223.94,1.68,6.21,116,3,18,4.12,0.64,18,26,5.83,18,26,5,0,50,22.22,27.78,0,0,0
2020-08-01,National,ANNECY,PARIS LYON,235,223.94,1.68,6.21,117,4,6,2.41,0.12,18,30.96,6.74,18,30.96,4,1,16.67,33.33,38.89,5.56,0,5.56
2019-04-01,National,ANNECY,PARIS LYON,228,223.94,1.68,6.21,135,3,12,77.52,7.05,19,34.03,5.44,19,5.44,6,4,11.11,27.78,50,11.11,0,0
2018-12-01,National,ANNECY,PARIS LYON,227,223.94,1.68,6.21,159,1,16,12.44,1.25,20,28.98,5.1,20,5.1,6,1,25,15,30,15,15,0
2019-03-01,National,ANNECY,PARIS LYON,229,223.94,1.68,6.21,152,0,15,16.31,1.61,20,34.24,6.2,20,6.2,6,4,5,40,50,5,0,0
2021-05-01,National,ANNECY,PARIS LYON,226,223.94,1.68,6.21,135,9,3,4.67,0.11,20,27.43,5.8,20,27.43,6,0,75,15,0,10,0,0
2021-06-01,National,ANNECY,PARIS LYON,226,223.94,1.68,6.21,132,0,2,2.5,0.02,20,32.76,5.99,20,32.76,7,1,60,5,20,10,0,5
2023-04-01,National,ANNECY,PARIS LYON,227,223.94,1.68,6.21,142,2,1,20,0.15,20,39.01,7.84,20,39.01,13,3,15,30,25,25,0,5
2023-07-01,National,ANNECY,PARIS LYON,224,223.94,1.68,6.21,130,0,8,36,2.22,20,45.42,9.18,20,45.42,10,3,25,35,20,10,10,0
2021-07-01,National,ANNECY,PARIS LYON,237,223.94,1.68,6.21,137,1,10,14,1.03,21,29.34,5.91,21,29.34,9,1,57.14,9.52,14.29,14.29,4.76,0
2022-02-01,National,ANNECY,PARIS LYON,221,223.94,1.68,6.21,131,0,4,11.63,0.35,21,26.46,5.48,21,26.46,4,0,33.33,0,47.62,14.29,4.76,0
2019-01-01,National,ANNECY,PARIS LYON,228,223.94,1.68,6.21,153,0,9,7.44,0.44,23,34,6.43,23,6.43,10,3,50,4.55,31.82,4.55,9.09,0
2022-12-01,National,ANNECY,PARIS LYON,226,223.94,1.68,6.21,146,13,13,9.31,0.93,23,35.93,8.05,23,35.93,9,3,26.09,8.7,30.43,30.43,0,4.35
2023-08-01,National,ANNECY,PARIS LYON,224,223.94,1.68,6.21,126,0,8,16.63,1.07,23,41.88,9.72,23,41.88,8,4,26.09,30.43,13.04,17.39,4.35,8.7
2019-08-01,National,ANNECY,PARIS LYON,231,223.94,1.68,6.21,136,0,14,316.19,32.54,24,27,6.38,24,27,2,2,29.17,20.83,33.33,4.17,8.33,4.17
2020-01-01,National,ANNECY,PARIS LYON,228,223.94,1.68,6.21,104,5,20,45.85,9.26,24,30.88,8.95,24,30.88,10,1,30.43,13.04,43.48,0,8.7,4.35
2021-01-01,National,ANNECY,PARIS LYON,224,223.94,1.68,6.21,109,0,7,4.86,0.32,24,25.7,6.83,24,25.7,6,0,41.67,16.67,41.67,0,0,0
2023-03-01,National,ANNECY,PARIS LYON,227,223.94,1.68,6.21,158,39,3,26.87,0.68,24,47.42,12.38,24,47.42,13,6,29.17,33.33,16.67,4.17,16.67,0
2023-10-01,National,ANNECY,PARIS LYON,226,223.94,1.68,6.21,161,0,1,20,0.13,24,27.05,6.04,24,27.05,5,1,29.17,33.33,29.17,8.33,0,0
2018-05-01,National,ANNECY,PARIS LYON,224,223.94,1.68,6.21,180,63,6,22.18,1.28,25,29.83,7.53,25,7.53,9,2,32,4,40,20,4,0
2022-09-01,National,ANNECY,PARIS LYON,222,223.94,1.68,6.21,129,0,7,9.57,0.53,25,36.12,8.49,25,36.12,11,3,33.33,8.33,37.5,12.5,4.17,4.17
2022-11-01,National,ANNECY,PARIS LYON,222,223.94,1.68,6.21,122,0,0,0,0.01,25,0,9.73,25,34.61,8,3,12,28,40,16,0,4
2020-02-01,National,ANNECY,PARIS LYON,228,223.94,1.68,6.21,144,1,37,9.65,2.49,26,25.21,7.03,26,25.21,8,0,15.38,19.23,57.69,7.69,0,0
2022-03-01,National,ANNECY,PARIS LYON,222,223.94,1.68,6.21,144,0,10,11.26,0.67,26,36.94,8.81,26,36.94,5,1,46.15,11.54,23.08,3.85,3.85,11.54
2019-02-01,National,ANNECY,PARIS LYON,228,223.94,1.68,6.21,140,1,18,16.22,2.1,27,41.61,9.97,27,9.97,7,3,25.93,18.52,37.04,11.11,7.41,0
2023-05-01,National,ANNECY,PARIS LYON,227,223.94,1.68,6.21,149,1,4,30,0.82,27,38.37,9.16,27,38.37,9,4,29.63,22.22,33.33,14.81,0,0
2018-04-01,National,ANNECY,PARIS LYON,224,223.94,1.68,6.21,191,72,12,8.17,0.82,29,38.06,9.98,29,9.98,10,4,38.1,33.33,14.29,9.52,4.76,0
2019-09-01,National,ANNECY,PARIS LYON,229,223.94,1.68,6.21,141,1,13,3.22,0.29,29,26.94,8.11,29,26.94,10,1,24.14,24.14,37.93,3.45,3.45,6.9
2021-02-01,National,ANNECY,PARIS LYON,226,223.94,1.68,6.21,121,0,9,20.22,1.49,29,33.89,8.75,29,33.89,9,4,46.15,15.38,19.23,15.38,3.85,0
2023-12-01,National,ANNECY,PARIS LYON,226,223.94,1.68,6.21,159,0,5,9,0.26,29,29.58,8.66,29,29.58,6,3,17.24,13.79,65.52,3.45,0,0
2021-12-01,National,ANNECY,PARIS LYON,223,223.94,1.68,6.21,138,2,5,7.8,0.3,31,33.12,9.76,31,33.12,14,3,38.71,12.9,29.03,12.9,0,6.45
2023-11-01,National,ANNECY,PARIS LYON,226,223.94,1.68,6.21,138,0,1,2.52,0.03,31,25.39,8.73,31,25.39,4,0,16.13,29.03,51.61,3.23,0,0
2021-08-01,National,ANNECY,PARIS LYON,238,223.94,1.68,6.21,138,0,6,11.21,0.49,32,26,8.36,32,26,8,0,56.25,12.5,15.63,9.38,6.25,0
2023-02-01,National,ANNECY,PARIS LYON,228,223.94,1.68,6.21,143,9,5,38,1.42,32,35.6,11.19,32,35.6,11,5,25,18.75,46.88,6.25,3.13,0
2018-10-01,National,ANNECY,PARIS LYON,224,223.94,1.68,6.21,186,0,12,11.92,0.76,33,46.53,10.49,33,10.49,15,6,21.21,21.21,39.39,12.12,3.03,3.03
2019-10-01,National,ANNECY,PARIS LYON,229,223.94,1.68,6.21,137,2,11,6.43,0.52,33,24.79,7.79,33,24.79,9,0,18.18,12.12,63.64,6.06,0,0
2022-10-01,National,ANNECY,PARIS LYON,222,223.94,1.68,6.21,137,0,5,6.4,0.23,33,31.55,10.47,33,31.55,11,3,9.09,24.24,51.52,9.09,0,6.06
2021-09-01,National,ANNECY,PARIS LYON,226,223.94,1.68,6.21,132,0,5,4.42,0.17,35,39.7,14.07,35,39.7,17,2,52.94,20.59,20.59,2.94,2.94,0
2022-05-01,National,ANNECY,PARIS LYON,223,223.94,1.68,6.21,141,0,6,4.33,0.18,36,31.5,10.95,36,31.5,12,3,19.44,22.22,38.89,16.67,0,2.78
2022-08-01,National,ANNECY,PARIS LYON,222,223.94,1.68,6.21,125,0,6,3.33,0.16,36,36.14,14.66,36,36.14,12,1,33.33,19.44,33.33,8.33,0,5.56
2023-01-01,National,ANNECY,PARIS LYON,227,223.94,1.68,6.21,155,9,8,8.14,0.45,36,29.98,9.43,36,29.98,9,2,13.89,33.33,38.89,2.78,0,11.11
2022-04-01,National,ANNECY,PARIS LYON,222,223.94,1.68,6.21,141,0,4,13,0.38,37,33.35,11.92,37,33.35,10,3,32.43,5.41,43.24,8.11,5.41,5.41
2018-01-01,National,ANNECY,PARIS LYON,224,223.94,1.68,6.21,198,0,12,8.07,0.49,38,37.25,8.55,38,8.55,14,5,23.81,42.86,9.52,14.29,4.76,4.76
2021-11-01,National,ANNECY,PARIS LYON,227,223.94,1.68,6.21,132,0,6,21.17,0.97,38,46.62,15.9,38,46.62,15,6,28.95,10.53,34.21,18.42,5.26,2.63
2018-03-01,National,ANNECY,PARIS LYON,224,223.94,1.68,6.21,200,4,23,10.48,1.23,39,27.95,6.98,39,6.98,9,3,27.27,27.27,15.15,21.21,9.09,0
2023-06-01,National,ANNECY,PARIS LYON,230,223.94,1.68,6.21,150,0,6,20.04,0.81,39,48.44,15.08,39,48.44,23,8,53.85,20.51,23.08,2.56,0,0
2018-02-01,National,ANNECY,PARIS LYON,224,223.94,1.68,6.21,181,0,17,5.18,0.49,42,25.6,7.67,42,7.67,11,2,10.71,32.14,28.57,28.57,0,0
2022-07-01,National,ANNECY,PARIS LYON,222,223.94,1.68,6.21,122,1,8,6.75,0.45,43,29.81,13.3,43,29.81,15,2,34.88,4.65,41.86,13.95,2.33,2.33
2018-08-01,National,ANNECY,PARIS LYON,236,223.94,1.68,6.21,181,0,29,8.25,1.32,44,37.81,10.55,44,10.55,15,5,41.86,4.65,39.53,11.63,0,2.33
2022-06-01,National,ANNECY,PARIS LYON,222,223.94,1.68,6.21,143,0,8,3.63,0.2,44,35.72,13.72,44,35.72,17,4,25,20.45,34.09,11.36,6.82,2.27
2018-11-01,National,ANNECY,PARIS LYON,224,223.94,1.68,6.21,188,1,8,7.88,0.34,49,34.88,10.6,49,10.6,24,5,24.49,28.57,30.61,10.2,2.04,4.08
2021-10-01,National,ANNECY,PARIS LYON,227,223.94,1.68,6.21,138,0,13,15.46,1.46,49,32.35,13.52,49,32.35,18,4,33.33,18.75,29.17,8.33,6.25,4.17
2018-09-01,National,ANNECY,PARIS LYON,228,223.94,1.68,6.21,183,1,11,8.91,0.54,52,39.02,13.05,52,13.05,17,9,15.38,40.38,25,7.69,9.62,1.92
2018-06-01,National,BELLEGARDE (AIN),PARIS LYON,163,162.25,3.08,6.21,228,47,27,19.67,3.89,121,33.44,23.29,96,23.29,52,16,75,25,0,0,0,0
2018-07-01,National,BELLEGARDE (AIN),PARIS LYON,163,162.25,3.08,6.21,220,6,114,7.33,3.96,100,34.15,17.05,83,17.05,36,13,100,0,0,0,0,0
2020-04-01,National,BELLEGARDE (AIN),PARIS LYON,0,162.25,3.08,6.21,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-01,National,BELLEGARDE (AIN),PARIS LYON,168,162.25,3.08,6.21,52,5,23,5.17,2.4,2,59.93,1.42,2,59.93,1,1,50,50,0,0,0,0
2021-04-01,National,BELLEGARDE (AIN),PARIS LYON,162,162.25,3.08,6.21,100,36,23,6.12,2.21,2,50.8,-0.01,2,50.8,1,1,0,0,0,100,0,0
2020-05-01,National,BELLEGARDE (AIN),PARIS LYON,164,162.25,3.08,6.21,44,10,21,9.39,5.71,3,56.13,3.15,2,77.72,1,1,0,66.67,33.33,0,0,0
2020-12-01,National,BELLEGARDE (AIN),PARIS LYON,166,162.25,3.08,6.21,136,6,72,2.94,1.5,4,41.24,0.55,4,41.24,3,1,25,25,25,25,0,0
2020-06-01,National,BELLEGARDE (AIN),PARIS LYON,164,162.25,3.08,6.21,99,10,55,2.31,1.35,6,42.24,2.66,5,48.23,2,2,0,75,0,0,25,0
2021-03-01,National,BELLEGARDE (AIN),PARIS LYON,163,162.25,3.08,6.21,107,3,23,5.31,1.13,7,55.06,2.91,5,71.45,3,3,42.86,28.57,14.29,0,14.29,0
2022-02-01,National,BELLEGARDE (AIN),PARIS LYON,163,162.25,3.08,6.21,184,0,67,4.42,1.64,8,20.16,0.53,5,24.21,1,0,0,50,25,25,0,0
2021-06-01,National,BELLEGARDE (AIN),PARIS LYON,161,162.25,3.08,6.21,120,0,32,5.9,1.61,9,25.15,0.76,6,30.44,3,0,0,66.67,11.11,11.11,0,11.11
2018-04-01,National,BELLEGARDE (AIN),PARIS LYON,163,162.25,3.08,6.21,231,85,48,6.77,2.29,10,35.97,2.06,8,2.06,4,2,42.86,0,14.29,28.57,14.29,0
2022-01-01,National,BELLEGARDE (AIN),PARIS LYON,163,162.25,3.08,6.21,219,0,69,3.16,1.02,10,26.71,1.26,7,32.48,3,0,40,40,10,10,0,0
2020-01-01,National,BELLEGARDE (AIN),PARIS LYON,164,162.25,3.08,6.21,170,10,126,2.86,2.21,11,34.27,1.93,6,53.2,4,1,45.45,9.09,27.27,9.09,9.09,0
2019-04-01,National,BELLEGARDE (AIN),PARIS LYON,162,162.25,3.08,6.21,224,1,148,3.85,2.63,13,19.77,0.05,9,0.05,0,0,16.67,8.33,58.33,16.67,0,0
2020-10-01,National,BELLEGARDE (AIN),PARIS LYON,164,162.25,3.08,6.21,95,2,71,5.13,3.83,15,48.43,9.6,12,57.41,9,5,16.67,50,8.33,25,0,0
2020-02-01,National,BELLEGARDE (AIN),PARIS LYON,164,162.25,3.08,6.21,244,3,185,2.85,2.13,16,25.59,1.89,8,37.7,4,1,6.25,25,25,12.5,18.75,12.5
2021-05-01,National,BELLEGARDE (AIN),PARIS LYON,162,162.25,3.08,6.21,109,8,44,6.73,2.93,16,43.23,6.25,10,61.59,7,2,18.75,43.75,18.75,6.25,0,12.5
2018-08-01,National,BELLEGARDE (AIN),PARIS LYON,162,162.25,3.08,6.21,196,1,98,9.2,4.67,18,54.71,5.74,16,5.74,8,5,0,0,50,0,0,50
2022-05-01,National,BELLEGARDE (AIN),PARIS LYON,188,162.25,3.08,6.21,235,0,63,9.41,2.55,18,33.11,3.22,16,35.59,5,3,11.11,33.33,11.11,11.11,27.78,5.56
2022-12-01,National,BELLEGARDE (AIN),PARIS LYON,166,162.25,3.08,6.21,279,29,95,6.6,2.55,18,32.32,2.87,11,44.9,9,4,35.29,5.88,29.41,17.65,5.88,5.88
2019-12-01,National,BELLEGARDE (AIN),PARIS LYON,164,162.25,3.08,6.21,98,13,78,5.96,5.44,19,35.89,8.84,16,40.35,10,1,73.68,0,10.53,10.53,5.26,0
2020-07-01,National,BELLEGARDE (AIN),PARIS LYON,169,162.25,3.08,6.21,205,7,148,2.7,1.93,19,21.77,2.73,11,28.9,3,1,26.32,26.32,26.32,0,10.53,10.53
2021-01-01,National,BELLEGARDE (AIN),PARIS LYON,165,162.25,3.08,6.21,170,0,48,6.96,1.95,19,29.97,1.9,17,32.09,6,3,42.11,15.79,21.05,15.79,5.26,0
2021-11-01,National,BELLEGARDE (AIN),PARIS LYON,164,162.25,3.08,6.21,190,0,72,4.51,1.74,19,41.65,4.6,9,73.28,8,4,52.63,10.53,21.05,10.53,0,5.26
2022-09-01,National,BELLEGARDE (AIN),PARIS LYON,162,162.25,3.08,6.21,218,3,68,4.87,1.62,19,35.68,3.55,14,43.65,4,4,26.32,15.79,31.58,15.79,5.26,5.26
2019-08-01,National,BELLEGARDE (AIN),PARIS LYON,161,162.25,3.08,6.21,187,0,182,5.51,5.35,20,27.24,3.1,15,32.1,6,1,5,10,55,15,5,10
2021-07-01,National,BELLEGARDE (AIN),PARIS LYON,163,162.25,3.08,6.21,177,0,62,4.55,1.67,20,18.58,2.38,10,23.55,2,0,25,30,20,0,15,10
2021-09-01,National,BELLEGARDE (AIN),PARIS LYON,164,162.25,3.08,6.21,188,0,51,5.99,1.59,20,36.48,4.61,13,48.56,7,3,30,35,10,0,0,25
2022-10-01,National,BELLEGARDE (AIN),PARIS LYON,161,162.25,3.08,6.21,229,3,83,7.57,2.82,20,39.38,4.33,12,57.1,7,4,0,20,50,25,5,0
2023-10-01,National,BELLEGARDE (AIN),PARIS LYON,160,162.25,3.08,6.21,249,0,105,4.43,1.93,20,35.57,4.25,10,58.13,8,4,10,25,40,20,5,0
2021-02-01,National,BELLEGARDE (AIN),PARIS LYON,165,162.25,3.08,6.21,136,0,41,7.27,2.18,21,42.1,5.51,19,45.35,13,4,15.79,15.79,31.58,21.05,10.53,5.26
2023-05-01,National,BELLEGARDE (AIN),PARIS LYON,167,162.25,3.08,6.21,245,7,95,6.53,2.66,21,40.55,4.72,13,57.32,8,5,14.29,33.33,38.1,14.29,0,0
2019-02-01,National,BELLEGARDE (AIN),PARIS LYON,162,162.25,3.08,6.21,218,1,160,8.06,5.99,23,60.72,6.03,15,6.03,8,7,4.76,61.9,19.05,4.76,4.76,4.76
2019-10-01,National,BELLEGARDE (AIN),PARIS LYON,162,162.25,3.08,6.21,225,4,211,4.93,4.7,23,23.09,3.31,14,29.84,5,1,18.18,9.09,54.55,13.64,4.55,0
2020-09-01,National,BELLEGARDE (AIN),PARIS LYON,167,162.25,3.08,6.21,204,3,147,2.71,1.92,23,31.81,4.9,17,39.12,6,1,17.39,30.43,13.04,26.09,8.7,4.35
2021-08-01,National,BELLEGARDE (AIN),PARIS LYON,164,162.25,3.08,6.21,179,1,89,6.19,3.01,24,24.62,4.74,11,38.71,5,2,12.5,29.17,45.83,4.17,8.33,0
2020-08-01,National,BELLEGARDE (AIN),PARIS LYON,171,162.25,3.08,6.21,207,3,141,3.12,2.05,25,22.06,3.24,18,25.84,3,1,12,40,20,20,0,8
2021-10-01,National,BELLEGARDE (AIN),PARIS LYON,164,162.25,3.08,6.21,196,0,45,7.53,1.72,25,25.86,4.24,14,36.11,5,1,16.67,8.33,41.67,12.5,4.17,16.67
2022-04-01,National,BELLEGARDE (AIN),PARIS LYON,189,162.25,3.08,6.21,229,0,63,8.67,2.43,25,42.49,5.47,20,49.96,12,4,40,8,16,16,12,8
2023-07-01,National,BELLEGARDE (AIN),PARIS LYON,162,162.25,3.08,6.21,248,4,141,8.12,4.74,25,34.22,4.98,18,42.55,9,4,0,20,32,20,16,12
2023-09-01,National,BELLEGARDE (AIN),PARIS LYON,161,162.25,3.08,6.21,245,0,110,8.48,3.83,25,32.44,4.3,16,43.69,9,5,28,16,28,28,0,0
2018-09-01,National,BELLEGARDE (AIN),PARIS LYON,163,162.25,3.08,6.21,229,1,71,6.47,2.08,26,24.08,2.95,18,2.95,4,1,13.64,27.27,40.91,9.09,9.09,0
2018-12-01,National,BELLEGARDE (AIN),PARIS LYON,163,162.25,3.08,6.21,245,1,165,6.8,4.65,26,28.11,3.13,22,3.13,8,2,15.38,15.38,34.62,23.08,11.54,0
2021-12-01,National,BELLEGARDE (AIN),PARIS LYON,163,162.25,3.08,6.21,227,4,69,14.88,4.61,26,48.88,5.81,20,59.46,15,11,54.17,4.17,25,8.33,8.33,0
2019-05-01,National,BELLEGARDE (AIN),PARIS LYON,162,162.25,3.08,6.21,226,0,186,3.99,3.24,27,35.22,3.87,25,39.83,12,4,40,16,28,12,0,4
2018-10-01,National,BELLEGARDE (AIN),PARIS LYON,162,162.25,3.08,6.21,235,0,100,3.66,1.59,28,29.09,3.45,20,3.45,7,4,17.86,39.29,28.57,3.57,10.71,0
2023-11-01,National,BELLEGARDE (AIN),PARIS LYON,160,162.25,3.08,6.21,240,0,98,5.96,2.5,28,32.11,5.2,19,41.01,10,3,35.71,21.43,14.29,17.86,7.14,3.57
2018-11-01,National,BELLEGARDE (AIN),PARIS LYON,162,162.25,3.08,6.21,219,3,119,4.59,2.62,29,43.84,6.38,22,6.38,14,7,37.93,17.24,24.14,13.79,6.9,0
2019-07-01,National,BELLEGARDE (AIN),PARIS LYON,162,162.25,3.08,6.21,227,8,208,6.54,6.07,29,21.01,4.67,19,41.57,8,2,27.59,31.03,31.03,3.45,0,6.9
2019-11-01,National,BELLEGARDE (AIN),PARIS LYON,162,162.25,3.08,6.21,221,3,204,5.39,5.03,29,25.09,3.75,16,35.45,5,2,13.79,13.79,51.72,13.79,0,6.9
2023-02-01,National,BELLEGARDE (AIN),PARIS LYON,168,162.25,3.08,6.21,252,12,97,11.67,4.77,29,44.42,6.33,26,48.09,14,6,20.69,17.24,17.24,34.48,10.34,0
2018-02-01,National,BELLEGARDE (AIN),PARIS LYON,162,162.25,3.08,6.21,233,0,101,6.45,2.84,30,33.9,5.08,20,5.08,11,4,25,28.57,25,10.71,7.14,3.57
2019-01-01,National,BELLEGARDE (AIN),PARIS LYON,162,162.25,3.08,6.21,253,0,184,4.83,3.57,30,33.95,3.92,20,3.92,9,4,50,25,21.43,3.57,0,0
2019-03-01,National,BELLEGARDE (AIN),PARIS LYON,162,162.25,3.08,6.21,256,0,188,5.32,3.95,30,33.77,3.27,28,3.27,10,3,21.43,25,32.14,10.71,3.57,7.14
2019-06-01,National,BELLEGARDE (AIN),PARIS LYON,163,162.25,3.08,6.21,218,0,200,4.72,4.32,30,49.66,6.33,23,61.16,14,7,26.67,33.33,30,3.33,0,6.67
2019-09-01,National,BELLEGARDE (AIN),PARIS LYON,163,162.25,3.08,6.21,220,1,212,4.45,4.3,30,26.17,4.76,19,34.56,11,0,33.33,23.33,23.33,6.67,6.67,6.67
2022-11-01,National,BELLEGARDE (AIN),PARIS LYON,161,162.25,3.08,6.21,236,1,81,5.95,2.07,31,28.57,5.37,21,35.91,8,2,31.03,20.69,44.83,0,0,3.45
2023-03-01,National,BELLEGARDE (AIN),PARIS LYON,169,162.25,3.08,6.21,271,65,101,6.74,3.39,32,47.33,8.34,28,52.21,14,9,25.81,25.81,22.58,19.35,3.23,3.23
2023-04-01,National,BELLEGARDE (AIN),PARIS LYON,166,162.25,3.08,6.21,240,3,99,5.61,2.38,32,26.67,4.92,21,33.81,7,2,13.79,34.48,34.48,6.9,3.45,6.9
2020-03-01,National,BELLEGARDE (AIN),PARIS LYON,164,162.25,3.08,6.21,164,15,127,10.79,9.16,34,35.32,8.56,27,41.15,19,3,0,67.65,17.65,11.76,0,2.94
2018-03-01,National,BELLEGARDE (AIN),PARIS LYON,162,162.25,3.08,6.21,254,3,100,7.97,3.2,35,28.36,4.1,25,4.1,13,1,21.21,15.15,33.33,18.18,12.12,0
2023-01-01,National,BELLEGARDE (AIN),PARIS LYON,168,162.25,3.08,6.21,291,19,82,8.28,2.56,35,38.83,6.09,23,52.03,14,7,37.14,34.29,5.71,14.29,0,8.57
2023-12-01,National,BELLEGARDE (AIN),PARIS LYON,163,162.25,3.08,6.21,276,2,87,12,3.84,35,45.31,6.45,26,56.25,15,9,34.29,17.14,20,22.86,5.71,0
2023-08-01,National,BELLEGARDE (AIN),PARIS LYON,163,162.25,3.08,6.21,242,1,109,5.36,2.47,39,28.47,5.29,26,35.96,10,2,2.56,38.46,28.21,17.95,5.13,7.69
2018-05-01,National,BELLEGARDE (AIN),PARIS LYON,163,162.25,3.08,6.21,234,63,17,13.67,2.09,45,40.61,10.78,42,10.78,29,5,0,0,0,0,0,0
2022-03-01,National,BELLEGARDE (AIN),PARIS LYON,183,162.25,3.08,6.21,240,0,111,6.1,2.86,47,34.26,6.39,38,39.18,14,3,45,10,17.5,20,7.5,0
2023-06-01,National,BELLEGARDE (AIN),PARIS LYON,161,162.25,3.08,6.21,237,2,136,6.35,3.71,48,30.37,8.16,33,38.54,11,6,18.75,18.75,50,8.33,4.17,0
2018-01-01,National,BELLEGARDE (AIN),PARIS LYON,162,162.25,3.08,6.21,259,3,115,8.25,3.76,53,34.97,7.53,42,7.53,21,9,54.9,19.61,15.69,1.96,5.88,1.96
2022-08-01,National,BELLEGARDE (AIN),PARIS LYON,165,162.25,3.08,6.21,243,0,107,6.24,2.76,58,24.8,8.96,34,32.85,12,3,7.02,26.32,31.58,21.05,10.53,3.51
2022-06-01,National,BELLEGARDE (AIN),PARIS LYON,165,162.25,3.08,6.21,228,0,101,7.4,3.31,69,32.21,11.97,49,40.02,20,7,15.94,27.54,34.78,10.14,5.8,5.8
2022-07-01,National,BELLEGARDE (AIN),PARIS LYON,166,162.25,3.08,6.21,248,1,94,11.23,4.29,71,37.36,13.42,41,55.09,19,13,5.63,25.35,39.44,12.68,8.45,8.45
2020-04-01,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,0,165.04,6.53,6.21,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-01,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,0,165.04,6.53,6.21,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-01,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,185,165.04,6.53,6.21,10,4,4,1.9,1.18,0,0,4.05,0,0,0,0,0,0,0,0,0,0
2021-04-01,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,167,165.04,6.53,6.21,89,35,3,1.33,0.09,0,0,1.29,0,0,0,0,0,0,0,0,0,0
2021-03-01,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,167,165.04,6.53,6.21,62,3,4,2.91,-0.41,1,16.4,1.55,1,16.4,0,0,0,0,0,0,0,100
2019-12-01,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,168,165.04,6.53,6.21,23,8,9,92.27,53.28,2,13.49,3.39,0,0,0,0,0,50,0,50,0,0
2020-06-01,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,175,165.04,6.53,6.21,26,4,21,0.84,0.8,2,27.01,4.1,1,41.55,1,0,0,100,0,0,0,0
2018-04-01,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,170,165.04,6.53,6.21,81,18,8,4.95,-1.07,5,26.28,3.25,4,3.25,2,0,33.33,33.33,0,0,33.33,0
2019-08-01,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,168,165.04,6.53,6.21,111,0,44,56.73,21.07,5,47.43,1.85,5,47.43,2,2,20,20,40,20,0,0
2020-08-01,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,172,165.04,6.53,6.21,115,1,78,1.2,0.41,5,31.67,2.05,3,45.86,2,0,0,20,40,0,40,0
2021-06-01,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,179,165.04,6.53,6.21,69,0,25,5.36,1.99,5,56.68,6.36,5,56.68,4,2,0,60,0,0,20,20
2019-04-01,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,169,165.04,6.53,6.21,108,1,14,270.44,35.19,6,37.88,3.3,4,3.3,3,1,16.67,33.33,0,33.33,16.67,0
